1, 2.41488e-05, -8.8863e-06
1, 1.71706e-05, 6.49526e-07
1, 1.44506e-05, 8.46234e-06
1, 2.22437e-05, 8.27938e-06
0, 1.63981e-05, 6.41105e-06
0, 2.38248e-05, 6.89015e-06
0, 2.45087e-05, 3.54479e-06
0, 1.58317e-05, 6.54755e-06
0, 7.71102e-06, 6.13273e-06
1, 2.66385e-05, 1.23065e-06
1, 1.25425e-05, -1.44161e-06
0, 7.16845e-06, -2.43596e-09
1, 2.07038e-05, 6.01742e-07
0, 1.26694e-05, -1.01257e-06
0, 1.58395e-05, -3.40227e-06
0, 1.12425e-05, -9.61205e-06
1, 3.18197e-05, 4.76419e-06
0, 9.36955e-06, 2.50582e-06
0, 1.11808e-05, -2.45492e-06
0, 1.34674e-05, -1.66237e-06
0, 1.32322e-05, 1.21922e-06
1, 2.64553e-05, 1.03751e-05
0, 7.99163e-06, 5.34843e-06
0, 7.88988e-06, 6.0566e-07
1, 1.73876e-05, 2.96084e-06
1, 2.20556e-05, 6.31462e-07
0, 4.98807e-06, -8.90743e-08
0, 5.44055e-06, -1.74583e-07
0, 7.62324e-06, 9.41858e-07
0, 8.80132e-06, -5.65675e-08
1, 1.857e-05, 8.61069e-07
0, 1.0627e-05, 4.56813e-06
0, 9.30788e-06, 1.63968e-06
1, 2.38783e-05, 6.08215e-06
0, 1.12809e-05, 6.12686e-06
0, 1.195e-05, 1.47709e-06
1, 2.41955e-05, -1.7043e-06
1, 7.51908e-06, -1.39245e-06
0, 1.4331e-05, 4.02002e-07
0, 2.50041e-05, -4.68238e-07
0, 3.188e-05, -8.73703e-06
0, 3.0199e-05, -7.59861e-06
0, 1.77365e-05, 6.73009e-07
0, 9.52923e-06, 1.26601e-08
1, 3.96024e-05, 1.94025e-05
1, 3.21841e-05, 2.05115e-05
0, 5.88517e-06, 8.03954e-06
0, 8.51086e-06, 6.46489e-06
0, 1.29887e-05, 2.7961e-06
0, 1.7666e-05, 1.55824e-06
0, 1.24363e-05, 4.6634e-08
0, 7.09023e-06, -7.45368e-07
1, 1.60394e-05, -2.69169e-07
0, 6.00753e-06, 2.16148e-06
1, 2.36763e-05, 7.85826e-06
0, 1.43655e-05, -1.90175e-06
0, 1.78385e-05, -6.52804e-06
0, 2.07112e-05, -6.51207e-06
0, 2.26536e-05, -3.12167e-06
0, 2.39353e-05, -2.49364e-06
0, 3.06941e-05, 2.3162e-06
0, 3.89071e-05, 3.58571e-07
0, 3.31013e-05, 2.51625e-06
0, 2.76198e-05, 7.96548e-06
0, 1.87859e-05, 2.14959e-06
0, 1.0279e-05, 4.95992e-06
1, 1.75405e-05, -1.8255e-06
1, 1.44809e-05, 9.30277e-07
1, 2.39018e-05, 1.49139e-05
0, 1.14036e-05, 2.12326e-06
0, 1.27435e-05, -6.60774e-07
0, 1.41822e-05, -9.88551e-07
0, 1.43139e-05, 1.58016e-06
0, 1.72022e-05, 2.72008e-06
0, 2.3309e-05, 2.37074e-06
0, 2.99763e-05, 6.29155e-06
0, 1.70635e-05, 8.83279e-06
1, 2.07644e-05, 8.07233e-06
1, 1.16808e-05, 3.12036e-06
1, 1.10097e-05, 2.30653e-06
0, 9.87683e-06, 3.33915e-06
0, 1.00131e-05, 5.41656e-06
1, 1.1593e-05, 2.23922e-06
0, 5.58304e-06, 1.03312e-06
1, 4.15391e-05, 3.07414e-06
0, 4.77246e-06, 5.21628e-07
1, 1.17545e-05, 3.66999e-06
0, 9.30669e-06, 1.64296e-07
0, 7.15678e-06, -1.50777e-07
1, 6.09172e-06, -1.10497e-06
1, 2.10671e-05, 1.2728e-06
0, 1.0264e-05, -7.80436e-07
0, 1.7941e-05, -5.53787e-06
0, 2.27463e-05, -2.95464e-06
0, 1.83976e-05, -2.25772e-06
0, 8.37639e-06, -8.97721e-07
1, 1.7038e-05, 3.52149e-07
0, 6.13849e-06, 1.66583e-06
0, 8.99956e-06, 7.77005e-07
0, 1.04927e-05, -7.61254e-07
0, 5.66269e-06, 1.3849e-06
1, 3.24642e-05, -1.37674e-06
0, 6.53964e-06, -1.91741e-06
0, 1.36517e-05, -4.99427e-06
0, 1.7506e-05, -2.51849e-06
0, 1.95109e-05, 1.39726e-06
0, 2.40979e-05, 5.36432e-06
0, 2.16483e-05, 1.6345e-05
0, 1.31629e-05, 1.58237e-05
1, 3.60962e-05, -3.20034e-06
0, 1.5587e-05, -6.57616e-06
0, 2.03195e-05, -1.97974e-06
0, 2.53181e-05, -4.17467e-06
0, 2.53491e-05, -3.67074e-06
0, 1.80473e-05, 2.19665e-06
0, 8.80394e-06, 1.27271e-07
1, 3.20974e-05, -4.87472e-07
0, 6.19848e-06, -1.57292e-06
0, 7.70101e-06, -3.26684e-06
1, 1.41574e-05, -1.86231e-06
1, 2.21313e-05, 6.33005e-06
0, 8.50517e-06, 4.2154e-06
0, 6.40638e-06, 4.86944e-06
1, 1.18789e-05, 3.55646e-06
0, 6.74903e-06, 1.23697e-06
1, 1.9927e-05, -8.91213e-06
1, 1.83641e-05, -1.04065e-05
0, 4.5178e-06, -9.93207e-07
1, 7.82043e-06, -5.96533e-06
0, 1.02601e-05, -3.8837e-06
0, 1.70674e-05, -1.54398e-06
0, 1.61433e-05, 2.22952e-06
0, 1.25282e-05, 1.09217e-05
1, 2.69154e-05, -1.63216e-06
0, 1.13695e-05, -2.92204e-06
0, 1.81193e-05, 2.15181e-06
0, 2.14204e-05, 1.72112e-06
0, 2.29562e-05, -3.696e-06
0, 2.36249e-05, -8.80036e-06
0, 2.42257e-05, -4.89545e-06
0, 1.73136e-05, -2.26606e-06
1, 2.55738e-05, 7.28934e-06
0, 9.08458e-06, 3.78372e-06
0, 7.32291e-06, 6.66394e-06
1, 4.9068e-05, 1.54199e-06
0, 4.99297e-06, 7.06801e-07
0, 6.5296e-06, 4.82478e-06
0, 8.00874e-06, 6.79849e-06
1, 9.41551e-06, 4.89142e-06
1, 1.91122e-05, 1.93533e-06
0, 9.92915e-06, 1.44487e-06
0, 9.56036e-06, 4.32862e-06
1, 1.7889e-05, 8.96505e-07
1, 1.93493e-05, -3.85334e-06
0, 1.74674e-05, -8.35903e-06
0, 2.23707e-05, -6.02849e-06
0, 1.73899e-05, -5.83472e-06
0, 1.84183e-05, -9.25754e-06
0, 1.87125e-05, -2.05805e-06
0, 1.22407e-05, 1.58141e-06
1, 2.81692e-05, -1.27519e-06
